iter	RMSE
584	76055.25195
585	75986.42773
586	75922.86535
587	75857.69921
588	75801.47179
589	75728.58646
590	75672.02413
591	75571.36219
592	75503.61797
593	75446.73083
594	75382.23726
595	75309.95331
596	75261.70469
597	75191.77895
598	75125.7736
599	75029.48234
600	74965.29898
601	74904.6423
602	74829.26357
603	74766.09848
604	74707.16734
605	74655.38367
606	74612.04789
607	74541.59113
608	74462.20212
609	74385.59786
610	74323.5404
611	74265.51924
612	74213.79449
613	74163.47824
614	74095.32199
615	74020.86945
616	73921.37208
617	73841.99318
618	73776.30967
619	73709.09336
620	73635.04916
621	73592.43284
622	73539.42157
623	73488.53653
624	73441.13227
625	73389.23117
626	73337.16533
627	73286.93102
628	73252.67614
629	73190.72695
630	73139.81079
631	73095.13538
632	73015.29873
633	72959.03764
634	72908.2952
635	72865.53798
636	72822.69289
637	72765.78432
638	72722.3569
639	72656.37187
640	72600.05134
641	72538.12935
642	72468.13325
643	72413.55129
644	72367.55973
645	72279.47808
646	72202.91233
647	72117.85346
648	72069.67875
649	72019.78202
650	71962.96583
651	71896.55417
652	71842.8758
653	71782.09262
654	71743.9087
655	71683.02814
656	71600.1378
657	71556.53879
658	71504.80336
659	71437.06779
660	71376.68088
661	71316.54968
662	71259.36892
663	71199.12743
664	71122.54227
665	71076.01838
666	71011.69113
667	70956.03126
668	70897.52001
669	70848.734
670	70788.82418
671	70730.58807
672	70670.79771
673	70615.5009
674	70560.83506
675	70493.13947
676	70436.88031
677	70370.88216
678	70304.89696
679	70243.15185
680	70213.40155
681	70146.08624
682	70090.47536
683	70047.82226
684	69983.66881
685	69927.85908
686	69880.91987
687	69836.31703
688	69757.17829
689	69714.2858
690	69675.25214
691	69615.79991
692	69562.41122
693	69521.80601
694	69474.13644
695	69429.68817
696	69371.30888
697	69321.54537
698	69289.72798
699	69225.11479
700	69156.07481
701	69087.87938
702	69043.74574
703	68998.42793
704	68953.13192
705	68914.06995
706	68857.2175
707	68802.47534
708	68736.97607
709	68672.68221
710	68630.08569
711	68570.27343
712	68516.32269
713	68452.65543
714	68399.28326
715	68350.20231
716	68304.80907
717	68257.83566
718	68219.06875
719	68166.02572
720	68103.10032
721	68055.31599
722	67999.52546
723	67946.2913
724	67895.01767
725	67829.17458
726	67774.08613
727	67728.17451
728	67684.49807
729	67630.98575
730	67579.75697
731	67518.1089
732	67489.57668
733	67428.13656
734	67392.71283
735	67354.21668
736	67311.153
737	67253.66485
738	67211.89592
739	67162.43397
740	67127.69456
741	67062.82535
742	67022.25745
743	66967.18574
744	66925.24479
745	66866.12657
746	66820.62484
747	66783.33006
748	66738.82485
749	66703.12308
750	66638.75099
751	66600.12157
752	66571.37436
753	66525.44117
754	66471.9877
755	66428.89995
756	66379.60172
757	66324.66355
758	66274.51178
759	66237.31593
760	66196.74657
761	66152.64491
762	66100.09167
763	66061.85014
764	66009.22798
765	65975.90614
766	65861.45617
767	65815.85666
768	65755.57765
769	65718.9408
770	65653.95351
771	65600.63424
772	65560.16284
773	65509.32678
774	65462.95448
775	65412.94502
776	65367.36413
777	65317.20071
778	65266.61735
779	65229.29066
780	65185.02878
781	65148.21112
782	65109.9766
783	65062.71702
784	65019.4774
785	64979.77909
786	64939.8269
787	64898.54366
788	64859.99588
789	64828.62442
790	64758.97665
791	64724.28714
792	64699.67996
793	64658.91022
794	64608.5095
795	64568.16457
796	64534.08894
797	64494.87576
798	64461.39776
799	64396.30153
800	64325.00383
801	64277.39968
802	64241.52162
803	64200.16824
804	64160.04221
805	64114.37029
806	64058.90983
807	64016.4114
808	63972.19363
809	63939.00144
810	63900.94732
811	63861.63164
812	63823.89746
813	63765.86052
814	63722.23886
815	63674.86427
816	63642.03263
817	63599.51199
818	63573.78286
819	63507.82388
820	63450.73489
821	63395.15358
822	63342.97914
823	63294.98351
824	63249.56948
825	63219.2262
826	63187.86665
827	63147.15109
828	63109.18507
829	63077.20393
830	63034.40875
831	62994.13732
832	62959.13071
833	62921.23584
834	62886.81698
835	62842.22917
836	62803.77545
837	62741.38521
838	62703.79725
839	62668.36852
840	62634.13053
841	62587.22713
842	62549.32528
843	62493.41779
844	62457.69264
845	62408.07708
846	62370.36045
847	62331.23094
848	62292.91987
849	62234.68467
850	62205.93529
851	62175.92471
852	62141.86598
853	62109.22599
854	62080.27267
855	62031.43689
856	61997.20652
857	61946.73608
858	61915.41912
859	61879.78053
860	61846.50336
861	61805.06637
862	61774.48566
863	61742.13687
864	61697.9013
865	61659.33706
866	61611.87576
867	61587.38183
868	61543.60428
869	61519.06936
870	61467.81835
871	61432.35453
872	61395.48296
873	61353.91558
874	61321.99664
875	61288.32988
876	61254.22333
877	61218.52446
878	61190.66752
879	61150.52623
880	61121.24556
881	61093.03851
882	61051.54525
883	61004.37798
884	60945.86529
885	60907.25549
886	60869.62004
887	60831.97199
888	60806.61825
889	60771.35931
890	60743.4312
891	60711.97405
892	60686.41634
893	60655.61377
894	60623.90444
895	60585.71908
896	60542.21857
897	60514.41555
898	60486.81595
899	60446.51154
900	60408.99347
901	60374.9412
902	60323.47635
903	60280.20736
904	60240.73991
905	60201.10214
906	60165.79851
907	60137.04594
908	60102.09968
909	60082.73785
910	60045.49397
911	60004.49679
912	59970.34639
913	59932.91062
914	59898.21231
915	59870.80175
916	59841.26561
917	59791.10798
918	59757.89044
919	59711.6607
920	59679.23146
921	59653.16507
922	59623.15147
923	59595.23656
924	59555.42996
925	59502.24749
926	59455.84593
927	59420.39512
928	59375.30212
929	59343.03642
930	59299.35118
931	59257.86446
932	59221.10013
933	59190.343
934	59156.78656
935	59128.16129
936	59084.36907
937	59049.27025
938	58992.99164
939	58975.13477
940	58941.38546
941	58914.75335
942	58881.49234
943	58846.77367
944	58804.87625
945	58766.12462
946	58738.76454
947	58705.43001
948	58682.3306
949	58651.13823
950	58620.82787
951	58592.93562
952	58567.56771
953	58538.08678
954	58510.51125
955	58463.09173
956	58423.35944
957	58392.86558
958	58358.65528
959	58319.47219
960	58278.08237
961	58249.08994
962	58220.23772
963	58185.82821
964	58159.62253
965	58131.8569
966	58095.49297
967	58063.26657
968	58027.91341
969	57993.33441
970	57964.79941
971	57933.41623
972	57906.87118
973	57878.37141
974	57853.692
975	578976	59537976	577977	59506977	577978	59471978	577979	59442979	57980	59407.980	57981	59366.981	57982	59332.982	57983	59304.983	5984	59275.0984	5985	59233.985	57986	59209.986	57987	59184.85989
988	59144.9009
989	59119.50317
990	59087.66642
991	59044.41673
992	59019.71562
993	58995.58525
994	58968.46661
995	58931.69843
996	58877.0691
997	58837.91594
998	58803.5498
999	58766.21628
56981.86528
