iter	AUC:type=Mu	MultiClass	Accuracy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5
544	0.9607517562	0.8820149047	0.6501516684	0	0.2921348315	0.6715195632	0.7161975081	0.4857685009	0
545	0.9607595562	0.8817269968	0.652173913	0	0.3111111111	0.6733393995	0.7171903882	0.4886363636	0.02985074627
546	0.9607325858	0.8814546688	0.6526794742	0	0.3111111111	0.6745454545	0.717853839	0.4877126654	0.02985074627
547	0.9608142361	0.8811508566	0.6526794742	0	0.3111111111	0.6745454545	0.717853839	0.4877126654	0.02985074627
548	0.9608049261	0.8808671972	0.652173913	0	0.3111111111	0.6745454545	0.7175219602	0.4848484848	0.02985074627
549	0.9608057695	0.8806208727	0.652173913	0	0.3111111111	0.6745454545	0.7175219602	0.4848484848	0.02985074627
550	0.9608639815	0.8802531927	0.652173913	0	0.3111111111	0.6745454545	0.7175219602	0.4848484848	0.02985074627
551	0.9609681474	0.8798093804	0.652173913	0	0.3111111111	0.6733393995	0.7175219602	0.4877126654	0.02985074627
552	0.961039775	0.8794942676	0.6526794742	0	0.3111111111	0.6745454545	0.717853839	0.4877126654	0.02985074627
553	0.9610815816	0.8791566497	0.6526794742	0	0.3111111111	0.6733393995	0.718186025	0.4896421846	0.02985074627
554	0.9610998274	0.8790001273	0.6536905966	0	0.3111111111	0.6757493188	0.7188513201	0.4896421846	0.02985074627
555	0.9611177946	0.8787391058	0.6547017189	0	0.3111111111	0.6769509982	0.7195178489	0.492481203	0.02985074627
556	0.9611752629	0.8784756123	0.6541961577	0	0.3111111111	0.6769509982	0.71918443	0.4896421846	0.02985074627
557	0.9611968049	0.8782770321	0.6541961577	0	0.3111111111	0.6769509982	0.71918443	0.4896421846	0.02985074627
558	0.9612481931	0.8779686022	0.6547017189	0	0.3296703297	0.6757493188	0.7195178489	0.492481203	0.02985074627
559	0.9613407233	0.8775029117	0.6547017189	0	0.3296703297	0.6745454545	0.71918443	0.4962406015	0.02985074627
560	0.9613698466	0.8770941301	0.6552072801	0	0.3296703297	0.6745454545	0.7195178489	0.4990619137	0.02985074627
561	0.9614574983	0.8767529665	0.6547017189	0	0.3296703297	0.6745454545	0.71918443	0.4962406015	0.02985074627
562	0.9615267322	0.8764021441	0.6557128413	0	0.3296703297	0.6757493188	0.719851577	0.4990619137	0.02985074627
563	0.9615817435	0.8759947764	0.6562184024	0	0.347826087	0.6751592357	0.719851577	0.5018726592	0.02985074627
564	0.9616638669	0.8755457226	0.6557128413	0	0.347826087	0.6751592357	0.7195178489	0.4990619137	0.02985074627
565	0.9616843723	0.8752270831	0.6557128413	0	0.347826087	0.6751592357	0.7195178489	0.4990619137	0.02985074627
566	0.961728907	0.8748883992	0.6572295248	0	0.3655913978	0.6757493188	0.7208546215	0.5018726592	0.02985074627
567	0.9617420482	0.8746966556	0.6567239636	0	0.3655913978	0.6745454545	0.7205199629	0.5018726592	0.02985074627
568	0.961803248	0.874374049	0.6567239636	0	0.3655913978	0.6751592357	0.7201856148	0.5018726592	0.02985074627
569	0.9618837057	0.8739471407	0.6572295248	0	0.3655913978	0.6745454545	0.7208546215	0.5046728972	0.02985074627
570	0.9619720662	0.8737745487	0.6572295248	0	0.3655913978	0.6757493188	0.7208546215	0.5018726592	0.02985074627
571	0.9619842921	0.8735219314	0.6577350859	0	0.3655913978	0.6763636364	0.721448468	0.5018726592	0.02985074627
572	0.9622020929	0.8730700892	0.6572295248	0	0.3655913978	0.6751592357	0.7211136891	0.5018726592	0.02985074627
573	0.9622774351	0.8728016336	0.6572295248	0	0.3655913978	0.6751592357	0.721448468	0.5009345794	0.02985074627
574	0.9623624234	0.8725660004	0.6577350859	0	0.3655913978	0.6763636364	0.7217835578	0.5009345794	0.02985074627
575	0.9624183999	0.8722248341	0.6577350859	0	0.3655913978	0.6763636364	0.7217835578	0.5009345794	0.02985074627
576	0.9624994327	0.8720165208	0.6577350859	0	0.3655913978	0.6763636364	0.721448468	0.5018726592	0.02985074627
577	0.9626004435	0.8716418629	0.6587462083	0	0.3655913978	0.6775658492	0.7221189591	0.5046728972	0.02985074627
578	0.9626526307	0.8713960597	0.6587462083	0	0.3655913978	0.6775658492	0.7221189591	0.5046728972	0.02985074627
579	0.9628584296	0.8709180699	0.6587462083	0	0.3655913978	0.6775658492	0.7221189591	0.5046728972	0.02985074627
580	0.9629346276	0.8705308883	0.6587462083	0	0.3655913978	0.6775658492	0.7221189591	0.5046728972	0.02985074627
581	0.9629411539	0.8702562379	0.6592517695	0	0.3655913978	0.6787658802	0.7224546722	0.5046728972	0.02985074627
582	0.9629944123	0.8700138543	0.6597573306	0	0.3655913978	0.6787658802	0.7227906977	0.5074626866	0.02985074627
583	0.9629819974	0.8697054832	0.6597573306	0	0.3655913978	0.6787658802	0.7227906977	0.5074626866	0.02985074627
584	0.9630232401	0.8693367409	0.6602628918	0	0.3655913978	0.6793478261	0.7234636872	0.5074626866	0.02985074627
585	0.963045606	0.8691043833	0.6592517695	0	0.3655913978	0.6775658492	0.7224546722	0.5074626866	0.02985074627
586	0.9630906663	0.8688846677	0.6587462083	0	0.3655913978	0.6757493188	0.7224546722	0.5074626866	0.02985074627
587	0.9631768683	0.8685498193	0.6587462083	0	0.3655913978	0.6757493188	0.7224546722	0.5074626866	0.02985074627
588	0.9632688698	0.8681235135	0.6597573306	0	0.3655913978	0.6763636364	0.7233844723	0.5102420857	0.02985074627
589	0.9632875368	0.867850776	0.6597573306	0	0.3655913978	0.6775658492	0.7233844723	0.5074626866	0.02985074627
590	0.9633239179	0.8676422815	0.6592517695	0	0.3655913978	0.6757493188	0.7227906977	0.5102420857	0.02985074627
591	0.9633996303	0.8673353999	0.6592517695	0	0.3655913978	0.6769509982	0.7227906977	0.5074626866	0.02985074627
592	0.9635378319	0.8667099862	0.6602628918	0	0.3655913978	0.6775658492	0.7237209302	0.5102420857	0.02985074627
593	0.9636222301	0.8663829129	0.6592517695	0	0.3655913978	0.6769509982	0.7227906977	0.5074626866	0.02985074627
594	0.9637275578	0.8659579164	0.6592517695	0	0.3655913978	0.6769509982	0.7227906977	0.5074626866	0.02985074627
595	0.963752778	0.865685493	0.6597573306	0	0.3655913978	0.6769509982	0.7231270358	0.5102420857	0.02985074627
596	0.9638067276	0.8654262511	0.6597573306	0	0.3655913978	0.6769509982	0.7227906977	0.5111940299	0.02985074627
597	0.9638399281	0.8651316864	0.660768453	0	0.3655913978	0.6781504986	0.7231270358	0.5149253731	0.02985074627
598	0.9638973144	0.8647225863	0.6602628918	0	0.3655913978	0.6769509982	0.7227906977	0.5149253731	0.02985074627
599	0.9639310236	0.8643915628	0.660768453	0	0.3655913978	0.6775658492	0.7237209302	0.5139664804	0.02985074627
600	0.9639790779	0.8640977571	0.6597573306	0	0.3655913978	0.6769509982	0.7231270358	0.5102420857	0.02985074627
601	0.9640338834	0.8637798589	0.6602628918	0	0.3655913978	0.6775658492	0.7233844723	0.5111940299	0.02985074627
602	0.9640662069	0.8635736607	0.6597573306	0	0.3655913978	0.6769509982	0.7227906977	0.5111940299	0.02985074627
603	0.9641149712	0.8632670796	0.6597573306	0	0.3655913978	0.6769509982	0.7227906977	0.5111940299	0.02985074627
604	0.9641548873	0.8630502737	0.6602628918	0	0.3655913978	0.6781504986	0.7231270358	0.5111940299	0.02985074627
605	0.9642034827	0.8627660639	0.660768453	0	0.3655913978	0.6781504986	0.7234636872	0.5139664804	0.02985074627
606	0.9642399687	0.8626097341	0.6612740142	0	0.3655913978	0.6781504986	0.7238006521	0.5167286245	0.02985074627
607	0.9643313182	0.86227003	0.660768453	0	0.3655913978	0.6781504986	0.7234636872	0.5139664804	0.02985074627
608	0.964383764	0.8619359359	0.6612740142	0	0.3655913978	0.6781504986	0.7238006521	0.5167286245	0.02985074627
609	0.9644170708	0.8616189994	0.660768453	0	0.3655913978	0.6781504986	0.7234636872	0.5139664804	0.02985074627
610	0.9644608288	0.8613121666	0.660768453	0	0.3655913978	0.6781504986	0.7234636872	0.5139664804	0.02985074627
611	0.9645150504	0.8609795923	0.660768453	0	0.3655913978	0.6781504986	0.7234636872	0.5139664804	0.02985074627
612	0.9645415524	0.8607453086	0.6612740142	0	0.3655913978	0.6787658802	0.7240577013	0.5139664804	0.02985074627
613	0.9646561575	0.8602815076	0.6622851365	0	0.3829787234	0.6793823797	0.7249883667	0.5139664804	0.02985074627
614	0.9646832026	0.8600044006	0.6622851365	0	0.3829787234	0.6793823797	0.7249883667	0.5139664804	0.02985074627
615	0.9647176463	0.8598063077	0.6627906977	0	0.3829787234	0.6793823797	0.7253258845	0.5167286245	0.02985074627
616	0.9648349142	0.8593416254	0.6622851365	0	0.3829787234	0.6787658802	0.7247321844	0.5167286245	0.02985074627
617	0.9649103578	0.8588879662	0.66380182	0	0.3829787234	0.6817769719	0.7260018639	0.5167286245	0.02985074627
618	0.9649522901	0.8585244295	0.66380182	0	0.3829787234	0.6823529412	0.7257462687	0.5167286245	0.02985074627
619	0.9651535208	0.8581702748	0.6632962588	0	0.3829787234	0.6805807623	0.7256637168	0.5167286245	0.02985074627
620	0.9651754173	0.857898679	0.6632962588	0	0.3829787234	0.6805807623	0.7256637168	0.5167286245	0.02985074627
621	0.9650919575	0.8576628234	0.66380182	0	0.3829787234	0.6817769719	0.7260018639	0.5167286245	0.02985074627
622	0.9652457407	0.8574051867	0.6643073812	0	0.3829787234	0.6829710145	0.7263403263	0.5167286245	0.02985074627
623	0.9652641015	0.8571718125	0.6643073812	0	0.3829787234	0.6829710145	0.7263403263	0.5167286245	0.02985074627
624	0.9653578283	0.856757002	0.6643073812	0	0.3829787234	0.6829710145	0.7263403263	0.5167286245	0.02985074627
625	0.9653977735	0.8565312568	0.6643073812	0	0.3829787234	0.6829710145	0.7266791045	0.5157699443	0.02985074627
626	0.965431134	0.8560879914	0.6648129424	0	0.3829787234	0.6835902085	0.7272727273	0.5157699443	0.02985074627
627	0.9654705858	0.8557879925	0.6648129424	0	0.3829787234	0.6835902085	0.7272727273	0.5157699443	0.02985074627
628	0.9655121465	0.8554471349	0.6653185035	0	0.3829787234	0.6835902085	0.7276119403	0.5185185185	0.02985074627
629	0.9655499796	0.8551914555	0.6648129424	0	0.3829787234	0.6835902085	0.7272727273	0.5157699443	0.02985074627
630	0.9655704612	0.8549469916	0.6648129424	0	0.3829787234	0.6823529412	0.7273576097	0.5185185185	0.02985074627
631	0.965663743	0.8545175161	0.6632962588	0	0.3829787234	0.6805429864	0.7264239029	0.5148148148	0.02985074627
632	0.9656981672	0.8543281296	0.66380182	0	0.3829787234	0.6817359855	0.7264239029	0.5157699443	0.02985074627
633	0.9657088352	0.8540939648	0.66380182	0	0.3829787234	0.6817359855	0.7264239029	0.5157699443	0.02985074627
634	0.9657222123	0.8539797428	0.66380182	0	0.3829787234	0.6817359855	0.7267631948	0.5148148148	0.02985074627
635	0.9657694851	0.8537329971	0.66380182	0	0.3829787234	0.6817359855	0.7267631948	0.5148148148	0.02985074627
636	0.9658341715	0.8534179985	0.6643073812	0	0.3829787234	0.6823529412	0.7273576097	0.5148148148	0.02985074627
637	0.9658673988	0.8531473817	0.6643073812	0	0.3829787234	0.6823529412	0.7273576097	0.5148148148	0.02985074627
638	0.9659162089	0.8527334233	0.66380182	0	0.3829787234	0.6817359855	0.7267631948	0.5148148148	0.02985074627
639	0.9659735778	0.8524084884	0.66380182	0	0.3829787234	0.6811201445	0.7271028037	0.5148148148	0.02985074627
640	0.9660387387	0.8521096645	0.66380182	0	0.3829787234	0.6811201445	0.7271028037	0.5148148148	0.02985074627
641	0.9661411918	0.8515597716	0.6648129424	0	0.3829787234	0.6817359855	0.7283777466	0.5166051661	0.02985074627
642	0.9661686121	0.8512764625	0.6648129424	0	0.3829787234	0.6817359855	0.7283777466	0.5166051661	0.02985074627
643	0.9663538219	0.8507893217	0.6648129424	0	0.3829787234	0.6817359855	0.7283777466	0.5166051661	0.02985074627
644	0.9663485458	0.8505126116	0.6643073812	0	0.3829787234	0.6817359855	0.7280373832	0.5138632163	0.02985074627
645	0.9663950965	0.8502190238	0.66380182	0	0.3829787234	0.6811201445	0.7274427302	0.5138632163	0.02985074627
646	0.966415585	0.8500314969	0.6643073812	0	0.3829787234	0.6811201445	0.7274427302	0.5175600739	0.02985074627
647	0.9663563251	0.8497483897	0.6643073812	0	0.3829787234	0.6811201445	0.7277829747	0.5166051661	0.02985074627
648	0.9664057187	0.8494795126	0.6648129424	0	0.3829787234	0.6817359855	0.7280373832	0.5175600739	0.02985074627
649	0.9664190582	0.8492294694	0.6643073812	0	0.3829787234	0.6817359855	0.7276973377	0.5148148148	0.02985074627
650	0.9666050077	0.8488619352	0.6653185035	0	0.3829787234	0.6829268293	0.7283777466	0.5175600739	0.02985074627
651	0.9665056794	0.8486108992	0.6653185035	0	0.3829787234	0.6829268293	0.7290594291	0.5156537753	0.02985074627
652	0.9666796371	0.848295535	0.6648129424	0	0.3829787234	0.6823104693	0.7284644195	0.5156537753	0.02985074627
653	0.9667223513	0.8480052366	0.6653185035	0	0.3829787234	0.6829268293	0.7290594291	0.5156537753	0.02985074627
654	0.966812499	0.8475732862	0.6653185035	0	0.3829787234	0.6829268293	0.7290594291	0.5156537753	0.02985074627
655	0.9669160289	0.8471437268	0.6653185035	0	0.3829787234	0.6829268293	0.7294007491	0.5147058824	0.02985074627
656	0.9669904086	0.8467879662	0.6658240647	0	0.3829787234	0.6829268293	0.7294007491	0.5156537753	0.05882352941
657	0.9670214175	0.8466386327	0.6658240647	0	0.3829787234	0.6829268293	0.7297423888	0.5147058824	0.05882352941
658	0.9670983608	0.8461733416	0.6658240647	0	0.3829787234	0.6835443038	0.7294007491	0.5147058824	0.05882352941
659	0.9671843607	0.8458242334	0.6658240647	0	0.3829787234	0.6829268293	0.7297423888	0.5147058824	0.05882352941
660	0.9672019983	0.8454528147	0.6658240647	0	0.3829787234	0.6835443038	0.7290594291	0.5156537753	0.05882352941
661	0.9672940759	0.8450603792	0.6658240647	0	0.3829787234	0.6835443038	0.7290594291	0.5156537753	0.05882352941
662	0.9673527962	0.8448131482	0.6658240647	0	0.3829787234	0.6835443038	0.7294007491	0.5147058824	0.05882352941
663	0.9674313421	0.844599244	0.6658240647	0	0.3829787234	0.6829268293	0.7297423888	0.5147058824	0.05882352941
664	0.9675366028	0.844235268	0.6658240647	0	0.3829787234	0.6829268293	0.7294007491	0.5156537753	0.05882352941
665	0.9675532754	0.8439253539	0.6668351871	0	0.3829787234	0.6835443038	0.7300843486	0.5201465201	0.05882352941
666	0.9675918379	0.8435810531	0.6668351871	0	0.3829787234	0.6835443038	0.7300843486	0.5201465201	0.05882352941
667	0.9675988215	0.8434873485	0.6668351871	0	0.3829787234	0.6835443038	0.7297423888	0.5211009174	0.05882352941
668	0.9676250027	0.8432293086	0.6668351871	0	0.3829787234	0.6835443038	0.7300843486	0.5201465201	0.05882352941
669	0.9676860906	0.8428968085	0.6668351871	0	0.3829787234	0.6835443038	0.7300843486	0.5201465201	0.05882352941
670	0.9677219863	0.8426305525	0.6668351871	0	0.3829787234	0.6835443038	0.7297423888	0.5211009174	0.05882352941
671	0.9677689623	0.8423330579	0.6673407482	0	0.3829787234	0.6841628959	0.7303370787	0.5211009174	0.05882352941
672	0.9677948385	0.8421223147	0.6673407482	0	0.3829787234	0.6835443038	0.7303370787	0.5220588235	0.05882352941
673	0.9678506766	0.8418659551	0.6673407482	0	0.3829787234	0.6835443038	0.7303370787	0.5220588235	0.05882352941
674	0.9678131168	0.8416943549	0.6678463094	0	0.3829787234	0.6835443038	0.7303370787	0.5230202578	0.08695652174
675	0.9678255499	0.8415092446	0.6673407482	0	0.3829787234	0.6835443038	0.7299953205	0.520295203	0.08695652174
676	0.9678904861	0.8411375452	0.6673407482	0	0.3829787234	0.6829268293	0.7300843486	0.5220588235	0.08695652174
677	0.9679341806	0.8408288664	0.6668351871	0	0.3829787234	0.6829268293	0.7297423888	0.5193370166	0.08695652174
678	0.9679879828	0.8404913658	0.6678463094	0	0.3829787234	0.6829268293	0.7304266292	0.5247706422	0.08695652174
679	0.9679951564	0.8402090245	0.6673407482	0	0.3829787234	0.6829268293	0.7300843486	0.5220588235	0.08695652174
680	0.9680405368	0.8399334769	0.6678463094	0	0.3829787234	0.6829268293	0.7307692308	0.5238095238	0.08695652174
681	0.9681347226	0.8394314248	0.6683518706	0	0.3829787234	0.6829268293	0.7311121539	0.5265082267	0.08695652174
682	0.9681717294	0.8391554261	0.6683518706	0	0.3829787234	0.6829268293	0.7311121539	0.5265082267	0.08695652174
683	0.9681940805	0.8390556197	0.6683518706	0	0.3829787234	0.6829268293	0.7311121539	0.5265082267	0.08695652174
684	0.9682726147	0.8387372271	0.6683518706	0	0.3829787234	0.6829268293	0.7311121539	0.5265082267	0.08695652174
685	0.9683468466	0.8384454817	0.6683518706	0	0.3829787234	0.6829268293	0.7311121539	0.5265082267	0.08695652174
686	0.9684448384	0.8379281639	0.6688574317	0	0.3829787234	0.6841155235	0.7314553991	0.5265082267	0.08695652174
687	0.9684633804	0.8376724913	0.6693629929	0	0.3829787234	0.6853020739	0.7317989667	0.5265082267	0.08695652174
688	0.9685034176	0.837398424	0.6698685541	0	0.3829787234	0.6859205776	0.7314553991	0.5301645338	0.08695652174
689	0.9685821337	0.8371077613	0.6703741153	0	0.3829787234	0.6859205776	0.7327383748	0.5291970803	0.08695652174
690	0.9685877839	0.8369012545	0.6703741153	0	0.3829787234	0.6859205776	0.7327383748	0.5291970803	0.08695652174
691	0.9685941553	0.836672958	0.6703741153	0	0.3829787234	0.6859205776	0.7327383748	0.5291970803	0.08695652174
692	0.9686593738	0.8363878309	0.6708796764	0	0.3829787234	0.6859205776	0.7327383748	0.5301645338	0.1142857143
693	0.9687179875	0.8360349485	0.6718907988	0	0.3829787234	0.6877256318	0.733677783	0.5301645338	0.1142857143
694	0.9687261995	0.8358425635	0.6708796764	0	0.3829787234	0.6859205776	0.7327383748	0.5301645338	0.1142857143
695	0.968734245	0.8356309345	0.6713852376	0	0.3829787234	0.6865401987	0.7333333333	0.5301645338	0.1142857143
696	0.9688158488	0.8352510039	0.6713852376	0	0.3829787234	0.6865401987	0.7333333333	0.5301645338	0.1142857143
697	0.9688263128	0.8350360789	0.6713852376	0	0.3829787234	0.6865401987	0.7333333333	0.5301645338	0.1142857143
698	0.9688560935	0.8346681559	0.6713852376	0	0.3829787234	0.6877256318	0.7333333333	0.5274725275	0.1142857143
699	0.9688984116	0.8344452141	0.6713852376	0	0.3829787234	0.6877256318	0.733677783	0.5265082267	0.1142857143
700	0.9689528048	0.8341046567	0.6718907988	0	0.3829787234	0.688908927	0.7340225564	0.5265082267	0.1142857143
701	0.9689646866	0.8339225093	0.6713852376	0	0.3829787234	0.6882882883	0.7334273625	0.5265082267	0.1142857143
702	0.9690013282	0.8336916161	0.6713852376	0	0.3829787234	0.6888489209	0.7331764706	0.5265082267	0.1142857143
703	0.9690208779	0.8335071639	0.6718907988	0	0.3829787234	0.6888489209	0.7335216573	0.5291970803	0.1142857143
704	0.9690693085	0.8331945842	0.6729019211	0	0.3829787234	0.6900900901	0.7347130762	0.5291970803	0.1142857143
705	0.9691136859	0.8328113886	0.6718907988	0	0.4	0.688908927	0.7334273625	0.5265082267	0.1142857143
706	0.9691272218	0.8325863111	0.6718907988	0	0.4	0.688908927	0.7334273625	0.5265082267	0.1142857143
707	0.9692274775	0.832202806	0.6718907988	0	0.4	0.688908927	0.7334273625	0.5265082267	0.1142857143
708	0.9692513436	0.8319531536	0.6729019211	0	0.4	0.688908927	0.7337723424	0.5328467153	0.1142857143
709	0.9692857596	0.8316724535	0.67239636	0	0.4	0.688908927	0.7337723424	0.5291970803	0.1142857143
710	0.9693154427	0.8314411941	0.6734074823	0	0.4	0.6900900901	0.7344632768	0.5318761384	0.1142857143
711	0.9693481455	0.8311131997	0.6729019211	0	0.4	0.6894689469	0.7335216573	0.5301645338	0.1408450704
712	0.9694240118	0.8308070731	0.6729019211	0	0.4	0.6894689469	0.7338671691	0.5318761384	0.1142857143
713	0.9694738715	0.8306193514	0.6729019211	0	0.4	0.6894689469	0.7338671691	0.5318761384	0.1142857143
714	0.9695702404	0.8301839687	0.67239636	0	0.4	0.6882882883	0.7335216573	0.5318761384	0.1142857143
715	0.9696867113	0.8300219303	0.6718907988	0	0.4	0.6871055005	0.7331764706	0.5318761384	0.1142857143
716	0.9695951116	0.8298572544	0.67239636	0	0.4	0.6882882883	0.7335216573	0.5318761384	0.1142857143
717	0.9696306638	0.8297012855	0.67239636	0	0.4	0.6882882883	0.7335216573	0.5318761384	0.1142857143
718	0.9696610205	0.8294824737	0.6729019211	0	0.4	0.6894689469	0.7338671691	0.5318761384	0.1142857143
719	0.9697833563	0.8290768042	0.6729019211	0	0.4	0.6894689469	0.7338671691	0.5318761384	0.1142857143
720	0.9698261298	0.8285787909	0.6729019211	0	0.4	0.6894689469	0.7338671691	0.5318761384	0.1142857143
721	0.9699072015	0.8282709905	0.6734074823	0	0.4	0.6900900901	0.7335216573	0.5328467153	0.1408450704
722	0.9700525758	0.8280365994	0.6734074823	0	0.4	0.6900900901	0.7338671691	0.5318761384	0.1408450704
723	0.9700856758	0.8278727126	0.6734074823	0	0.4	0.6900900901	0.7338671691	0.5318761384	0.1408450704
724	0.9701029166	0.8276147986	0.6734074823	0	0.4	0.6900900901	0.7338671691	0.5318761384	0.1408450704
725	0.9701472566	0.8272923663	0.6739130435	0	0.4	0.6900900901	0.7342130066	0.5345454545	0.1408450704
726	0.9702249286	0.8269932986	0.6739130435	0	0.4	0.6900900901	0.7342130066	0.5345454545	0.1408450704
727	0.970233573	0.8268253245	0.6729019211	0	0.4	0.6882882883	0.7332704995	0.5345454545	0.1408450704
728	0.9702730225	0.826482098	0.6734074823	0	0.4166666667	0.6882882883	0.7336162188	0.5345454545	0.1408450704
729	0.9703024939	0.8262210678	0.6749241658	0	0.4329896907	0.6900900901	0.7343086361	0.5372050817	0.1408450704
730	0.970359898	0.8259844826	0.6744186047	0	0.4329896907	0.6900900901	0.7339622642	0.5345454545	0.1408450704
731	0.9703575141	0.8257072924	0.6749241658	0	0.4329896907	0.6912691269	0.7343086361	0.5345454545	0.1408450704
732	0.9703946295	0.8254605116	0.6759352882	0	0.4166666667	0.69251578	0.7355021216	0.5372050817	0.1408450704
733	0.9704223043	0.8251823254	0.6759352882	0	0.4329896907	0.6913357401	0.7355021216	0.5372050817	0.1408450704
734	0.9704694065	0.8248729088	0.6764408493	0	0.4329896907	0.69251578	0.7358490566	0.5372050817	0.1408450704
735	0.9705656133	0.8244942591	0.6764408493	0	0.4329896907	0.6918918919	0.7355996223	0.5398550725	0.1408450704
736	0.9705731445	0.8243476513	0.6759352882	0	0.4329896907	0.6912691269	0.7350023618	0.5398550725	0.1408450704
737	0.970667801	0.8240396369	0.6774519717	0	0.4329896907	0.6942446043	0.736294896	0.5398550725	0.1408450704
738	0.9707086447	0.8237014275	0.6774519717	0	0.4329896907	0.6942446043	0.736294896	0.5398550725	0.1408450704
739	0.9707371329	0.8233964213	0.6774519717	0	0.4329896907	0.6942446043	0.736294896	0.5398550725	0.1408450704
740	0.970802151	0.8231280934	0.6779575329	0	0.4329896907	0.6954177898	0.736643026	0.5398550725	0.1408450704
741	0.9708303359	0.8228038497	0.678463094	0	0.4329896907	0.6965888689	0.7369914853	0.5398550725	0.1408450704
742	0.9708861616	0.8225584051	0.678463094	0	0.4329896907	0.6965888689	0.7369914853	0.5398550725	0.1408450704
743	0.9710045306	0.8221447565	0.678463094	0	0.4329896907	0.6965888689	0.7369914853	0.5398550725	0.1408450704
744	0.9710658341	0.8218069053	0.6779575329	0	0.4329896907	0.6959641256	0.736393753	0.5398550725	0.1408450704
745	0.9711291939	0.82161326	0.678463094	0	0.4329896907	0.6965888689	0.7369914853	0.5398550725	0.1408450704
746	0.9711525598	0.8213959705	0.678463094	0	0.4329896907	0.6971326165	0.736393753	0.5408348457	0.1408450704
747	0.971215518	0.820979151	0.6794742164	0	0.4329896907	0.6994633274	0.7374407583	0.5398550725	0.1408450704
748	0.9713894309	0.8208020186	0.6799797776	0	0.4329896907	0.7000895255	0.7380388441	0.5398550725	0.1408450704
749	0.9713733375	0.8206123123	0.6799797776	0	0.4329896907	0.7000895255	0.7380388441	0.5398550725	0.1408450704
750	0.9714100743	0.8204680361	0.6799797776	0	0.4329896907	0.7000895255	0.7380388441	0.5398550725	0.1408450704
751	0.9714622695	0.8201603694	0.6799797776	0	0.4329896907	0.6995515695	0.738286796	0.5398550725	0.1408450704
752	0.9714524909	0.8199876686	0.6799797776	0	0.4329896907	0.6995515695	0.738286796	0.5398550725	0.1408450704
753	0.971478619	0.8197220874	0.6804853387	0	0.4329896907	0.7001795332	0.7388836329	0.5398550725	0.1408450704
754	0.9715515063	0.8193045454	0.6799797776	0	0.4329896907	0.6995515695	0.738286796	0.5398550725	0.1408450704
755	0.9715933707	0.8190072887	0.6804853387	0	0.4329896907	0.7007168459	0.7386363636	0.5398550725	0.1408450704
756	0.9716056829	0.8188362911	0.6814964611	0	0.4329896907	0.7018800358	0.7389862624	0.5408348457	0.1666666667
757	0.9716645704	0.8184825264	0.6814964611	0	0.4329896907	0.7018800358	0.7386363636	0.5418181818	0.1666666667
758	0.9716477391	0.8182654813	0.6820020222	0	0.4329896907	0.7018800358	0.7392333176	0.5428051002	0.1666666667
759	0.9717286576	0.8179098152	0.6809908999	0	0.4329896907	0.6995515695	0.738534279	0.5428051002	0.1666666667
760	0.9717261977	0.8177255338	0.6814964611	0	0.4489795918	0.7001795332	0.738534279	0.5428051002	0.1666666667
761	0.9717720002	0.8174041258	0.6804853387	0	0.4489795918	0.7001795332	0.7379375591	0.5381818182	0.1666666667
762	0.971786819	0.8171740339	0.6804853387	0	0.4329896907	0.6995515695	0.738534279	0.5391621129	0.1666666667
763	0.9718574033	0.8168961296	0.6814964611	0	0.4489795918	0.7008086253	0.7391304348	0.5391621129	0.1666666667
764	0.9718619537	0.8167005939	0.6820020222	0	0.4489795918	0.7013452915	0.7392333176	0.5418181818	0.1666666667
765	0.9719349206	0.8163507352	0.6814964611	0	0.4489795918	0.7001795332	0.7388836329	0.5418181818	0.1666666667
766	0.9719898236	0.8160746496	0.6835187058	0	0.4489795918	0.7037701975	0.7407757805	0.5418181818	0.1666666667
767	0.9720103814	0.8158725311	0.6835187058	0	0.4489795918	0.7037701975	0.7404255319	0.5428051002	0.1666666667
768	0.9720510779	0.8156578516	0.6830131446	0	0.4489795918	0.7026055705	0.7400756144	0.5428051002	0.1666666667
769	0.9720781151	0.8155015079	0.6835187058	0	0.4489795918	0.7037701975	0.7404255319	0.5428051002	0.1666666667
770	0.9721382082	0.8151695324	0.6825075834	0	0.4489795918	0.7008086253	0.7404255319	0.5418181818	0.1666666667
771	0.9721990446	0.8146824743	0.6840242669	0	0.4489795918	0.7043010753	0.7414772727	0.5418181818	0.1666666667
772	0.9722776361	0.8142521963	0.6830131446	0	0.4489795918	0.7019748654	0.7407757805	0.5418181818	0.1666666667
773	0.9723244088	0.8139598374	0.6830131446	0	0.4489795918	0.7019748654	0.7407757805	0.5418181818	0.1666666667
774	0.9723885659	0.8136390913	0.6830131446	0	0.4489795918	0.7019748654	0.7407757805	0.5418181818	0.1666666667
775	0.9724194167	0.8134614117	0.6845298281	0	0.4489795918	0.7049327354	0.7420728822	0.5418181818	0.1666666667
776	0.9724279062	0.813226684	0.6840242669	0	0.4489795918	0.7037701975	0.7417218543	0.5418181818	0.1666666667
777	0.9725141409	0.8126989754	0.6835187058	0	0.4489795918	0.7031390135	0.7411263606	0.5418181818	0.1666666667
778	0.9725254103	0.812481232	0.6840242669	0	0.4646464646	0.7037701975	0.7407757805	0.5428051002	0.1666666667
